transID,blastNR,proteinID,geneName,CDSID,geneID
Ler_402357.p1.p1,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,Ler_402357.p1,nbisL1-mrna-16136
MSTRG.24808.1.p2.p2,sp|Q9Z1E4|GYS1_MOUSE,Q9Z1E4,GYS1,MSTRG.24808.1.p2,MSTRG.24808
Ler_402289.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402289.p1,nbisL1-mrna-16137
MSTRG.24824.1.p1.p1,sp|O60427|FADS1_HUMAN,O60427,FADS1,MSTRG.24824.1.p1,MSTRG.24824
Ler_352548.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_352548.p1,nbisL1-mrna-16128
Ler_368974.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_368974.p1,nbisL1-mrna-16129
Ler_336877.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_336877.p1,nbisL1-mrna-16172
Ler_336877.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336877.p1,nbisL1-mrna-16172
Ler_336877.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336877.p1,nbisL1-mrna-16172
Ler_336877.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336877.p1,nbisL1-mrna-16172
Ler_336877.p1.p8,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336877.p1,nbisL1-mrna-16172
Ler_336875.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_336875.p1,nbisL1-mrna-16173
Ler_336875.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336875.p1,nbisL1-mrna-16173
Ler_336875.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336875.p1,nbisL1-mrna-16173
Ler_336875.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336875.p1,nbisL1-mrna-16173
Ler_336875.p1.p8,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336875.p1,nbisL1-mrna-16173
MSTRG.24915.1.p1.p1,sp|B2RU80|PTPRB_MOUSE,B2RU80,PTPRB,MSTRG.24915.1.p1,MSTRG.24915
MSTRG.25006.6.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.25006.6.p1,MSTRG.25006
Ler_402278.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402278.p1,nbisL1-mrna-16180
MSTRG.24886.1.p4.p2,sp|Q8NFH3|NUP43_HUMAN,Q8NFH3,NUP43,MSTRG.24886.1.p4,MSTRG.24886
MSTRG.24793.1.p1.p1,sp|P50518|VATE1_MOUSE,P50518,ATP6V1E1,MSTRG.24793.1.p1,MSTRG.24793
Ler_402226.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402226.p1,nbisL1-mrna-16181
MSTRG.24863.1.p1.p1,sp|Q588U8|CFDP2_TRAJA,Q588U8,CFDP2,MSTRG.24863.1.p1,MSTRG.24863
MSTRG.24838.2.p1.p1,sp|Q8BZE1|DMBTL_MOUSE,Q8BZE1,CDCP3,MSTRG.24838.2.p1,MSTRG.24838
MSTRG.24799.1.p1.p1,sp|P98088|MUC5A_HUMAN,P98088,MUC5AC,MSTRG.24799.1.p1,MSTRG.24799
MSTRG.24827.1.p1.p1,sp|Q8N9C0|IGS22_HUMAN,Q8N9C0,IGSF22,MSTRG.24827.1.p1,MSTRG.24827
MSTRG.24827.1.p1.p3,sp|Q3KNY0|IGFN1_MOUSE,Q3KNY0,IGFN1,MSTRG.24827.1.p1,MSTRG.24827
Ler_309418.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,Ler_309418.p1,nbisL1-mrna-16166
Ler_309418.p1.p2,sp|Q9D733|GP2_MOUSE,Q9D733,GP2,Ler_309418.p1,nbisL1-mrna-16166
MSTRG.24805.2.p1.p1,sp|Q9Z1E4|GYS1_MOUSE,Q9Z1E4,GYS1,MSTRG.24805.2.p1,MSTRG.24805
MSTRG.24901.1.p1.p1,sp|P16423|POLR_DROME,P16423,POL,MSTRG.24901.1.p1,MSTRG.24901
Ler_322667.p1.p1,sp|Q95M17|CHIA_BOVIN,Q95M17,CHIA,Ler_322667.p1,nbisL1-mrna-16118
MSTRG.25005.1.p2.p2,sp|P35072|TCB1_CAEBR,P35072,#N/A,MSTRG.25005.1.p2,MSTRG.25005
MSTRG.24846.1.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.24846.1.p1,MSTRG.24846
MSTRG.24868.1.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.24868.1.p1,MSTRG.24868
MSTRG.24868.1.p1.p2,sp|Q9YH85|TECTA_CHICK,Q9YH85,TECTA,MSTRG.24868.1.p1,MSTRG.24868
MSTRG.24811.1.p1.p1,sp|B3DM43|SOX5_XENTR,B3DM43,SOX5,MSTRG.24811.1.p1,MSTRG.24811
MSTRG.24699.1.p1.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,MSTRG.24699.1.p1,MSTRG.24699
MSTRG.24929.1.p1.p1,sp|P98089|MUC2L_RAT,P98089,#N/A,MSTRG.24929.1.p1,MSTRG.24929
Ler_336882.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_336882.p1,nbisL1-mrna-16169
Ler_336882.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336882.p1,nbisL1-mrna-16169
Ler_336882.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336882.p1,nbisL1-mrna-16169
Ler_336882.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336882.p1,nbisL1-mrna-16169
Ler_336882.p1.p8,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336882.p1,nbisL1-mrna-16169
Ler_178019.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_178019.p1,nbisL1-mrna-16161
Ler_178019.p1.p4,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_178019.p1,nbisL1-mrna-16161
Ler_178019.p1.p5,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_178019.p1,nbisL1-mrna-16161
Ler_336885.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_336885.p1,nbisL1-mrna-16123
Ler_336885.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336885.p1,nbisL1-mrna-16123
Ler_336885.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336885.p1,nbisL1-mrna-16123
Ler_336885.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336885.p1,nbisL1-mrna-16123
Ler_336885.p1.p8,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336885.p1,nbisL1-mrna-16123
MSTRG.24903.1.p1.p1,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,MSTRG.24903.1.p1,MSTRG.24903
MSTRG.24826.1.p1.p1,sp|A4FV48|FADS2_BOVIN,A4FV48,FADS2,MSTRG.24826.1.p1,MSTRG.24826
MSTRG.24746.1.p1.p1,sp|P35072|TCB1_CAEBR,P35072,#N/A,MSTRG.24746.1.p1,MSTRG.24746
Ler_322587.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_322587.p1,nbisL1-mrna-16105
Ler_322587.p1.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_322587.p1,nbisL1-mrna-16105
MSTRG.24879.1.p4.p4,sp|A0JMD4|TPC2_DANRE,A0JMD4,TPCN2,MSTRG.24879.1.p4,MSTRG.24879
MSTRG.24774.2.p2.p4,sp|P92523|M860_ARATH,P92523,ATMG00860,MSTRG.24774.2.p2,MSTRG.24774
MSTRG.24834.1.p1.p1,sp|B2RU80|PTPRB_MOUSE,B2RU80,PTPRB,MSTRG.24834.1.p1,MSTRG.24834
MSTRG.24750.8.p1.p1,sp|Q9UGM3|DMBT1_HUMAN,Q9UGM3,DMBT1,MSTRG.24750.8.p1,MSTRG.24750
Ler_322658.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_322658.p1,nbisL1-mrna-16115
Ler_385392.p4.p1,sp|P08218|CEL2B_HUMAN,P08218,CELA2B,Ler_385392.p4,nbisL1-mrna-16134
MSTRG.24694.1.p1.p1,sp|P02264|H2A_ONCMY,P02264,#N/A,MSTRG.24694.1.p1,MSTRG.24694
MSTRG.24751.1.p2.p1,sp|Q96CD0|FBXL8_HUMAN,Q96CD0,FBXL8,MSTRG.24751.1.p2,MSTRG.24751
MSTRG.24751.1.p2.p2,sp|Q4R4E0|NDUB5_MACFA,Q4R4E0,NDUFB5,MSTRG.24751.1.p2,MSTRG.24751
MSTRG.24745.1.p1.p1,sp|P79913|LDHB_SCEWO,P79913,LDHB,MSTRG.24745.1.p1,MSTRG.24745
MSTRG.24847.1.p1.p1,sp|Q28983|ZAN_PIG,Q28983,ZAN,MSTRG.24847.1.p1,MSTRG.24847
MSTRG.24692.1.p1.p1,sp|P84227|H32_BOVIN,P84227,#N/A,MSTRG.24692.1.p1,MSTRG.24692
MSTRG.24917.1.p1.p1,sp|Q6RY07|CHIA_RAT,Q6RY07,CHIA,MSTRG.24917.1.p1,MSTRG.24917
MSTRG.25221.1.p1.p1,sp|Q9H8H2|DDX31_HUMAN,Q9H8H2,DDX31,MSTRG.25221.1.p1,MSTRG.25221
MSTRG.25301.1.p2.p2,sp|Q5IFJ8|PSMD5_MACFA,Q5IFJ8,PSMD5,MSTRG.25301.1.p2,MSTRG.25301
MSTRG.25323.1.p1.p1,sp|P46531|NOTC1_HUMAN,P46531,NOTCH1,MSTRG.25323.1.p1,MSTRG.25323
MSTRG.25198.1.p2.p2,sp|Q96PB7|NOE3_HUMAN,Q96PB7,OLFM3,MSTRG.25198.1.p2,MSTRG.25198
Ler_241857.p9.p9,sp|P61763|STXB1_BOVIN,P61763,STXBP1,Ler_241857.p9,nbisL1-mrna-16234
MSTRG.25057.1.p3.p3,sp|Q6GLB0|PP1RB_XENTR,Q6GLB0,PPP1R11,MSTRG.25057.1.p3,MSTRG.25057
MSTRG.25297.1.p1.p1,sp|Q16401|PSMD5_HUMAN,Q16401,PSMD5,MSTRG.25297.1.p1,MSTRG.25297
MSTRG.25173.1.p4.p1,sp|P50592|TNF10_MOUSE,P50592,TNFSF10,MSTRG.25173.1.p4,MSTRG.25173
MSTRG.25065.2.p2.p2,sp|Q6GLB0|PP1RB_XENTR,Q6GLB0,PPP1R11,MSTRG.25065.2.p2,MSTRG.25065
MSTRG.25203.1.p1.p1,sp|Q5RHP9|ERIC3_HUMAN,Q5RHP9,ERICH3,MSTRG.25203.1.p1,MSTRG.25203
MSTRG.25257.4.p13.p1,sp|Q6MGA9|BRD2_RAT,Q6MGA9,BRD2,MSTRG.25257.4.p13,MSTRG.25257
MSTRG.25187.1.p1.p1,sp|P20908|CO5A1_HUMAN,P20908,COL5A1,MSTRG.25187.1.p1,MSTRG.25187
MSTRG.25179.1.p1.p1,sp|P50592|TNF10_MOUSE,P50592,TNFSF10,MSTRG.25179.1.p1,MSTRG.25179
MSTRG.25288.1.p1.p1,sp|Q6XQN6|PNCB_HUMAN,Q6XQN6,NAPRT,MSTRG.25288.1.p1,MSTRG.25288
MSTRG.25158.2.p1.p1,sp|Q9H2H8|PPIL3_HUMAN,Q9H2H8,PPIL3,MSTRG.25158.2.p1,MSTRG.25158
MSTRG.25164.1.p1.p1,sp|Q9H246|CA021_HUMAN,Q9H246,C1ORF21,MSTRG.25164.1.p1,MSTRG.25164
MSTRG.25113.1.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.25113.1.p1,MSTRG.25113
MSTRG.25413.1.p1.p1,sp|Q8BN59|LARP6_MOUSE,Q8BN59,LARP6,MSTRG.25413.1.p1,MSTRG.25413
MSTRG.25355.1.p1.p1,sp|P46531|NOTC1_HUMAN,P46531,NOTCH1,MSTRG.25355.1.p1,MSTRG.25355
MSTRG.25283.1.p1.p1,sp|Q3KQV9|UAP1L_HUMAN,Q3KQV9,UAP1L1,MSTRG.25283.1.p1,MSTRG.25283
MSTRG.25199.1.p1.p1,sp|P79762|ZP3_CHICK,P79762,ZP3,MSTRG.25199.1.p1,MSTRG.25199
MSTRG.25302.1.p1.p1,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,MSTRG.25302.1.p1,MSTRG.25302
MSTRG.25315.1.p1.p6,sp|A5D794|GAPD1_BOVIN,A5D794,GAPVD1,MSTRG.25315.1.p1,MSTRG.25315
MSTRG.25217.5.p1.p1,sp|Q9BV86|NTM1A_HUMAN,Q9BV86,NTMT1,MSTRG.25217.5.p1,MSTRG.25217
MSTRG.25222.1.p1.p1,sp|P30122|CEL_BOVIN,P30122,CEL,MSTRG.25222.1.p1,MSTRG.25222
MSTRG.25178.2.p2.p2,sp|Q03385|GNDS_MOUSE,Q03385,RALGDS,MSTRG.25178.2.p2,MSTRG.25178
MSTRG.25083.3.p1.p1,sp|Q96DN2|VWCE_HUMAN,Q96DN2,VWCE,MSTRG.25083.3.p1,MSTRG.25083
MSTRG.25083.3.p1.p2,sp|Q3U515|VWCE_MOUSE,Q3U515,VWCE,MSTRG.25083.3.p1,MSTRG.25083
MSTRG.25193.4.p1.p1,sp|Q60467|CO5A1_CRILO,Q60467,COL5A1,MSTRG.25193.4.p1,MSTRG.25193
MSTRG.25193.1.p1.p1,sp|Q60467|CO5A1_CRILO,Q60467,COL5A1,MSTRG.25193.1.p1,MSTRG.25193
MSTRG.25337.1.p2.p1,sp|Q9JIF3|SL2A8_MOUSE,Q9JIF3,SLC2A8,MSTRG.25337.1.p2,MSTRG.25337
MSTRG.25337.1.p2.p4,sp|O94760|DDAH1_HUMAN,O94760,DDAH1,MSTRG.25337.1.p2,MSTRG.25337
MSTRG.25161.2.p2.p1,sp|Q80SU7|GVIN1_MOUSE,Q80SU7,GVIN1,MSTRG.25161.2.p2,MSTRG.25161
MSTRG.25161.2.p2.p2,sp|Q86UP8|GTD2A_HUMAN,Q86UP8,GTF2IRD2,MSTRG.25161.2.p2,MSTRG.25161
MSTRG.25161.2.p2.p5,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,MSTRG.25161.2.p2,MSTRG.25161
Ler_352616.p6.p6,sp|Q4R7W3|RGPS2_MACFA,Q4R7W3,RALGPS2,Ler_352616.p6,nbisL1-mrna-16223
Ler_264724.p2.p2,sp|P67868|CSK2B_BOVIN,P67868,CSNK2B,Ler_264724.p2,nbisL1-mrna-16210
Ler_337014.p2.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_337014.p2,nbisL1-mrna-16222
MSTRG.25256.1.p1.p1,sp|O55166|VPS52_RAT,O55166,VPS52,MSTRG.25256.1.p1,MSTRG.25256
MSTRG.25096.1.p3.p1,sp|Q5U538|HARB1_XENLA,Q5U538,HARBI1,MSTRG.25096.1.p3,MSTRG.25096
MSTRG.25348.1.p2.p2,sp|Q8NCN2|ZBT34_HUMAN,Q8NCN2,ZBTB34,MSTRG.25348.1.p2,MSTRG.25348
MSTRG.25383.1.p1.p1,sp|Q5TM62|RT18B_MACMU,Q5TM62,MRPS18B,MSTRG.25383.1.p1,MSTRG.25383
MSTRG.25114.1.p4.p4,sp|Q9Y333|LSM2_HUMAN,Q9Y333,LSM2,MSTRG.25114.1.p4,MSTRG.25114
MSTRG.25280.1.p5.p1,sp|P52826|CACP_COLLI,P52826,CRAT,MSTRG.25280.1.p5,MSTRG.25280
MSTRG.25150.1.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.25150.1.p1,MSTRG.25150
MSTRG.25450.2.p2.p2,sp|Q9UKU9|ANGL2_HUMAN,Q9UKU9,ANGPTL2,MSTRG.25450.2.p2,MSTRG.25450
MSTRG.25112.1.p1.p1,sp|Q5TM64|CF136_MACMU,Q5TM64,#N/A,MSTRG.25112.1.p1,MSTRG.25112
MSTRG.25405.1.p1.p1,sp|Q6GQN7|RABEK_DANRE,Q6GQN7,RABEPK,MSTRG.25405.1.p1,MSTRG.25405
MSTRG.25174.1.p1.p1,sp|Q6P112|RGL1_DANRE,Q6P112,RGL1,MSTRG.25174.1.p1,MSTRG.25174
MSTRG.25080.1.p1.p1,sp|Q75J93|CPAS1_DICDI,Q75J93,CPRAS1,MSTRG.25080.1.p1,MSTRG.25080
MSTRG.25200.1.p1.p1,sp|Q00193|ZP4_RABIT,Q00193,ZP4,MSTRG.25200.1.p1,MSTRG.25200
MSTRG.25397.1.p1.p1,sp|Q6GQN7|RABEK_DANRE,Q6GQN7,RABEPK,MSTRG.25397.1.p1,MSTRG.25397
MSTRG.25223.1.p2.p2,sp|Q5DWN0|GFI1_CANLF,Q5DWN0,GFI1,MSTRG.25223.1.p2,MSTRG.25223
MSTRG.25133.1.p1.p1,sp|C9J069|AJM1_HUMAN,C9J069,AJM1,MSTRG.25133.1.p1,MSTRG.25133
MSTRG.25452.1.p1.p1,sp|Q5ZJK0|RGPS1_CHICK,Q5ZJK0,RALGPS1,MSTRG.25452.1.p1,MSTRG.25452
MSTRG.25433.1.p1.p1,sp|Q9P246|STIM2_HUMAN,Q9P246,STIM2,MSTRG.25433.1.p1,MSTRG.25433
MSTRG.25320.1.p1.p1,sp|Q01705|NOTC1_MOUSE,Q01705,NOTCH1,MSTRG.25320.1.p1,MSTRG.25320
MSTRG.25284.1.p1.p1,sp|Q7T012|HDHD3_DANRE,Q7T012,HDHD3,MSTRG.25284.1.p1,MSTRG.25284
MSTRG.25154.3.p1.p1,sp|Q5TM64|CF136_MACMU,Q5TM64,#N/A,MSTRG.25154.3.p1,MSTRG.25154
MSTRG.25146.1.p1.p1,sp|Q0VCX2|BIP_BOVIN,Q0VCX2,HSPA5,MSTRG.25146.1.p1,MSTRG.25146
MSTRG.25446.2.p1.p1,sp|Q9BZC7|ABCA2_HUMAN,Q9BZC7,ABCA2,MSTRG.25446.2.p1,MSTRG.25446
MSTRG.25410.1.p1.p1,sp|P97329|KI20A_MOUSE,P97329,KIF20A,MSTRG.25410.1.p1,MSTRG.25410
MSTRG.25255.1.p1.p1,sp|Q8N1B4|VPS52_HUMAN,Q8N1B4,VPS52,MSTRG.25255.1.p1,MSTRG.25255
Ler_402520.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402520.p1,nbisL1-mrna-16201
MSTRG.25216.1.p2.p2,sp|Q9D113|DNLZ_MOUSE,Q9D113,DNLZ,MSTRG.25216.1.p2,MSTRG.25216
Ler_220543.p2.p2,sp|Q8VDW0|DX39A_MOUSE,Q8VDW0,DDX39A,Ler_220543.p2,nbisL1-mrna-16217
Ler_220543.p2.p3,sp|Q3T147|DX39B_BOVIN,Q3T147,DDX39B,Ler_220543.p2,nbisL1-mrna-16217
Ler_220543.p2.p5,sp|Q9Z1N5|DX39B_MOUSE,Q9Z1N5,DDX39B,Ler_220543.p2,nbisL1-mrna-16217
MSTRG.25171.6.p1.p1,sp|P49796|RGS3_HUMAN,P49796,RGS3,MSTRG.25171.6.p1,MSTRG.25171
MSTRG.25171.1.p1.p1,sp|P49796|RGS3_HUMAN,P49796,RGS3,MSTRG.25171.1.p1,MSTRG.25171
MSTRG.25349.1.p1.p1,sp|Q6GLQ4|PP1RA_XENLA,Q6GLQ4,PPP1R10,MSTRG.25349.1.p1,MSTRG.25349
MSTRG.25106.1.p1.p1,sp|P24821|TENA_HUMAN,P24821,TNC,MSTRG.25106.1.p1,MSTRG.25106
MSTRG.25298.1.p1.p1,sp|Q9P1Z9|CC180_HUMAN,Q9P1Z9,CCDC180,MSTRG.25298.1.p1,MSTRG.25298
Ler_402502.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402502.p1,nbisL1-mrna-16229
Ler_352617.p2.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_352617.p2,nbisL1-mrna-16198
Ler_241885.p3.p3,sp|Q66LN0|PGES2_BOVIN,Q66LN0,PTGES2,Ler_241885.p3,nbisL1-mrna-16237
Ler_241885.p3.p7,sp|Q7ZUC7|PGES2_DANRE,Q7ZUC7,PTGES2,Ler_241885.p3,nbisL1-mrna-16237
MSTRG.25079.1.p6.p6,sp|Q5M8Z2|PREY_XENTR,Q5M8Z2,PYURF,MSTRG.25079.1.p6,MSTRG.25079
MSTRG.25103.1.p1.p1,sp|Q29116|TENA_PIG,Q29116,TNC,MSTRG.25103.1.p1,MSTRG.25103
MSTRG.25370.1.p1.p1,sp|Q3V0G7|GARL3_MOUSE,Q3V0G7,GARNL3,MSTRG.25370.1.p1,MSTRG.25370
MSTRG.25262.2.p1.p1,sp|Q15059|BRD3_HUMAN,Q15059,BRD3,MSTRG.25262.2.p1,MSTRG.25262
Ler_369095.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_369095.p1,nbisL1-mrna-16221
MSTRG.25352.1.p1.p1,sp|Q9YH85|TECTA_CHICK,Q9YH85,TECTA,MSTRG.25352.1.p1,MSTRG.25352
MSTRG.25157.1.p1.p1,sp|Q9H2H8|PPIL3_HUMAN,Q9H2H8,PPIL3,MSTRG.25157.1.p1,MSTRG.25157
MSTRG.25346.1.p3.p3,sp|Q9UKU9|ANGL2_HUMAN,Q9UKU9,ANGPTL2,MSTRG.25346.1.p3,MSTRG.25346
MSTRG.25213.1.p6.p1,sp|O94967|WDR47_HUMAN,O94967,WDR47,MSTRG.25213.1.p6,MSTRG.25213
MSTRG.25165.1.p1.p1,sp|Q80SU7|GVIN1_MOUSE,Q80SU7,GVIN1,MSTRG.25165.1.p1,MSTRG.25165
MSTRG.25165.1.p1.p2,sp|Q86UP8|GTD2A_HUMAN,Q86UP8,GTF2IRD2,MSTRG.25165.1.p1,MSTRG.25165
MSTRG.25165.1.p1.p5,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,MSTRG.25165.1.p1,MSTRG.25165
MSTRG.25371.1.p1.p1,sp|Q5VVW2|GARL3_HUMAN,Q5VVW2,GARNL3,MSTRG.25371.1.p1,MSTRG.25371
MSTRG.25226.1.p1.p1,sp|A2AX52|CO6A4_MOUSE,A2AX52,COL6A4,MSTRG.25226.1.p1,MSTRG.25226
MSTRG.25436.1.p1.p1,sp|Q05152|CAC1B_RABIT,Q05152,CACNA1B,MSTRG.25436.1.p1,MSTRG.25436
MSTRG.25136.2.p1.p1,sp|Q8N4S9|MALD2_HUMAN,Q8N4S9,MARVELD2,MSTRG.25136.2.p1,MSTRG.25136
MSTRG.25136.4.p1.p1,sp|Q8N4S9|MALD2_HUMAN,Q8N4S9,MARVELD2,MSTRG.25136.4.p1,MSTRG.25136
MSTRG.25231.2.p1.p1,sp|Q5SRE5|NU188_HUMAN,Q5SRE5,NUP188,MSTRG.25231.2.p1,MSTRG.25231
Ler_369094.p1.p1,sp|Q5T1M5|FKB15_HUMAN,Q5T1M5,FKBP15,Ler_369094.p1,nbisL1-mrna-16226
Ler_322761.p3.p2,sp|Q8C5H1|ANO4_MOUSE,Q8C5H1,ANO4,Ler_322761.p3,nbisL1-mrna-16196
Ler_322761.p3.p4,sp|A6QLE6|ANO4_BOVIN,A6QLE6,ANO4,Ler_322761.p3,nbisL1-mrna-16196
MSTRG.25261.1.p1.p1,sp|Q5TJG6|BRD2_CANLF,Q5TJG6,BRD2,MSTRG.25261.1.p1,MSTRG.25261
MSTRG.25148.1.p4.p4,sp|Q9Y333|LSM2_HUMAN,Q9Y333,LSM2,MSTRG.25148.1.p4,MSTRG.25148
Ler_369108.p4.p4,sp|Q5R957|CLIC4_PONAB,Q5R957,CLIC4,Ler_369108.p4,nbisL1-mrna-16227
MSTRG.25183.1.p1.p1,sp|Q8QFV0|KCNT1_CHICK,Q8QFV0,KCNT1,MSTRG.25183.1.p1,MSTRG.25183
MSTRG.25417.1.p2.p2,sp|Q16832|DDR2_HUMAN,Q16832,DDR2,MSTRG.25417.1.p2,MSTRG.25417
MSTRG.25218.1.p1.p1,sp|Q9LF54|CML29_ARATH,Q9LF54,CML29,MSTRG.25218.1.p1,MSTRG.25218
MSTRG.25293.3.p1.p1,sp|Q5RG82|NS1BA_DANRE,Q5RG82,IVNS1ABPA,MSTRG.25293.3.p1,MSTRG.25293
MSTRG.25293.3.p1.p2,sp|Q9Y6Y0|NS1BP_HUMAN,Q9Y6Y0,IVNS1ABP,MSTRG.25293.3.p1,MSTRG.25293
MSTRG.25108.1.p1.p1,sp|Q29116|TENA_PIG,Q29116,TNC,MSTRG.25108.1.p1,MSTRG.25108
MSTRG.25408.2.p2.p2,sp|Q62371|DDR2_MOUSE,Q62371,DDR2,MSTRG.25408.2.p2,MSTRG.25408
MSTRG.25390.2.p1.p1,sp|Q5TM62|RT18B_MACMU,Q5TM62,MRPS18B,MSTRG.25390.2.p1,MSTRG.25390
MSTRG.25225.1.p1.p1,sp|Q6EKJ0|GTD2B_HUMAN,Q6EKJ0,GTF2IRD2B,MSTRG.25225.1.p1,MSTRG.25225
MSTRG.25102.1.p1.p1,sp|Q5JUK3|KCNT1_HUMAN,Q5JUK3,KCNT1,MSTRG.25102.1.p1,MSTRG.25102
MSTRG.25402.1.p1.p1,sp|Q6AYX5|ODFP2_RAT,Q6AYX5,ODF2,MSTRG.25402.1.p1,MSTRG.25402
MSTRG.25263.1.p2.p2,sp|Q5T280|CI114_HUMAN,Q5T280,SPOUT1,MSTRG.25263.1.p2,MSTRG.25263
MSTRG.25263.1.p2.p3,sp|Q5U538|HARB1_XENLA,Q5U538,HARBI1,MSTRG.25263.1.p2,MSTRG.25263
MSTRG.25332.1.p1.p1,sp|P61284|RL12_BOVIN,P61284,RPL12,MSTRG.25332.1.p1,MSTRG.25332
MSTRG.25214.2.p2.p1,sp|O14657|TOR1B_HUMAN,O14657,TOR1B,MSTRG.25214.2.p2,MSTRG.25214
MSTRG.25250.1.p1.p1,sp|Q8BYI9|TENR_MOUSE,Q8BYI9,TNR,MSTRG.25250.1.p1,MSTRG.25250
MSTRG.25393.1.p3.p3,sp|Q7ZW34|CNTN5_DANRE,Q7ZW34,CNTN5,MSTRG.25393.1.p3,MSTRG.25393
Ler_54854.p2.p2,sp|P18700|TBB_STRPU,P18700,#N/A,Ler_54854.p2,nbisL1-mrna-16225
Ler_54854.p2.p11,sp|P02556|TBB_LYTPI,P02556,#N/A,Ler_54854.p2,nbisL1-mrna-16225
MSTRG.25128.1.p1.p3,sp|P20825|POL2_DROME,P20825,POL,MSTRG.25128.1.p1,MSTRG.25128
MSTRG.25128.1.p1.p4,sp|P35072|TCB1_CAEBR,P35072,#N/A,MSTRG.25128.1.p1,MSTRG.25128
MSTRG.25274.1.p2.p2,sp|Q2HJA9|PHLP_BOVIN,Q2HJA9,PDCL,MSTRG.25274.1.p2,MSTRG.25274
MSTRG.25227.1.p1.p1,sp|P15989|CO6A3_CHICK,P15989,COL6A3,MSTRG.25227.1.p1,MSTRG.25227
MSTRG.25072.2.p1.p1,sp|Q8C5H1|ANO4_MOUSE,Q8C5H1,ANO4,MSTRG.25072.2.p1,MSTRG.25072
MSTRG.25137.1.p1.p1,sp|Q5XGG2|TRUB2_XENTR,Q5XGG2,TRUB2,MSTRG.25137.1.p1,MSTRG.25137
MSTRG.25051.2.p1.p1,sp|Q68Y62|CPT1A_HORSE,Q68Y62,CPT1A,MSTRG.25051.2.p1,MSTRG.25051
MSTRG.25291.2.p3.p4,sp|Q6GQS1|SCMC3_MOUSE,Q6GQS1,SLC25A23,MSTRG.25291.2.p3,MSTRG.25291
